fare_amount,fare_class,passenger_count,distance_in_kms,Weekday_name,Hour,Month_Day
8.1,0,1,1.99,3,22,20
4.9,0,1,1.28,6,18,15
11.7,1,1,4.32,6,22,15
7.3,0,1,2.25,5,19,17
6.9,0,1,2.46,6,15,15
8.1,0,3,2.2,5,15,24
10.5,1,1,3.55,5,2,24
6.5,0,1,3.09,3,6,20
8.5,0,1,2.09,3,12,20
7.7,0,1,4.33,7,3,23
6.5,0,1,2.23,6,0,15
10.9,1,1,2.71,4,15,14
18.1,1,1,8.33,1,1,12
10.9,1,1,4.76,6,22,15
14.1,1,1,6.98,7,20,16
7.3,0,5,2.19,2,9,11
4.1,0,1,0.83,4,14,14
21.3,1,1,10.16,5,23,17
6.1,0,1,1.06,5,12,17
7.7,0,1,1.1,6,14,22
6.5,0,1,1.39,1,7,19
6.1,0,1,1.86,3,20,13
4.9,0,1,1.39,5,21,24
4.1,0,1,1.17,5,23,24
18.1,1,1,5.58,1,8,19
6.1,0,1,1.87,2,23,18
3.3,0,1,0.64,6,17,15
4.1,0,1,0.99,6,8,15
8.1,0,1,2.43,2,15,11
5.3,0,1,0.81,4,9,14
9.7,0,1,3.15,3,12,13
9.3,0,1,2.28,6,23,15
15.3,1,1,5.02,5,13,24
4.5,0,3,0.84,3,20,13
30.1,1,1,8.86,2,14,11
10.5,1,1,3.01,5,22,17
8.5,0,1,2.15,6,14,22
9.3,0,1,1.37,2,0,18
8.9,0,2,3.47,5,0,24
3.7,0,1,0.8,7,15,16
5.3,0,1,1.14,4,1,21
5.3,0,4,0.9,5,2,24
12.1,1,1,5.1,6,15,15
7.3,0,1,2.59,3,19,13
11.3,1,1,5.0,5,11,24
28.5,1,1,14.44,6,6,22
7.3,0,2,2.45,4,21,14
6.5,0,1,1.32,1,17,12
5.7,0,1,1.33,6,11,15
49.57,1,1,19.5,2,19,11
7.3,0,1,2.6,4,14,21
49.57,1,1,20.08,3,15,13
5.3,0,3,1.26,5,2,24
20.9,1,1,7.87,7,19,23
6.5,0,1,1.87,6,15,22
5.7,0,1,1.68,3,10,20
4.9,0,1,1.29,4,14,14
7.7,0,1,3.24,7,23,16
13.3,1,1,5.96,5,17,17
6.5,0,1,1.84,5,15,24
3.3,0,1,0.62,3,19,20
4.9,0,1,0.73,7,20,23
12.1,1,4,4.56,5,14,17
7.3,0,5,1.79,2,21,18
6.5,0,1,1.88,4,7,14
8.5,0,3,1.46,6,22,15
17.7,1,1,5.83,6,13,22
6.1,0,1,1.68,6,12,22
7.3,0,2,2.12,3,3,13
6.1,0,1,1.91,7,23,23
6.9,0,1,2.4,7,7,16
14.5,1,1,2.86,7,15,23
12.9,1,1,4.7,1,19,12
15.3,1,1,7.02,7,23,16
4.1,0,1,0.81,1,17,12
4.9,0,1,0.68,6,14,22
7.3,0,1,1.87,6,0,15
5.7,0,1,1.18,3,15,20
4.9,0,1,0.96,2,7,11
4.9,0,2,0.6,5,19,17
49.57,1,1,19.76,7,5,23
21.7,1,1,5.46,2,14,18
7.3,0,1,1.9,7,8,16
6.1,0,1,1.56,1,15,12
4.9,0,2,1.48,7,7,23
6.1,0,1,1.33,4,18,14
9.3,0,2,3.74,7,22,16
9.3,0,1,4.16,2,9,18
6.1,0,1,1.36,5,11,17
5.3,0,3,1.75,5,23,24
9.3,0,1,2.97,1,8,12
10.1,1,1,2.62,6,18,15
12.1,1,2,5.39,6,22,15
3.3,0,1,0.16,4,0,21
17.87,1,1,3.26,4,20,14
11.7,1,1,4.0,3,10,20
12.9,1,4,5.18,3,15,13
32.5,1,2,0.4,1,20,12
5.3,0,1,1.4,1,18,19
7.3,0,1,2.1,7,23,16
9.7,0,1,2.71,2,17,18
12.1,1,2,2.95,2,0,25
23.87,1,1,6.43,6,19,15
27.3,1,1,12.76,3,14,20
5.3,0,2,1.1,5,17,24
12.9,1,2,5.23,2,0,18
10.5,1,2,4.53,1,13,12
9.7,0,1,4.29,6,22,15
10.9,1,2,3.85,2,0,25
12.1,1,3,6.2,6,1,22
4.1,0,1,1.39,6,5,15
5.3,0,1,1.04,6,21,15
7.3,0,3,1.36,5,23,24
3.7,0,1,0.27,3,15,20
6.5,0,1,1.95,7,22,23
10.1,1,1,3.55,3,16,13
20.5,1,1,8.84,3,19,13
6.5,0,2,2.59,5,8,24
3.3,0,1,0.45,7,22,16
8.1,0,1,2.0,1,17,12
25.47,1,1,7.51,6,20,22
16.9,1,1,6.33,7,14,23
4.9,0,2,1.57,2,14,18
9.7,0,1,3.29,3,13,13
6.9,0,1,1.55,4,12,21
11.7,1,1,4.48,2,3,25
8.5,0,1,2.29,3,16,13
8.5,0,2,2.51,1,16,19
7.3,0,1,1.28,7,17,23
26.9,1,1,9.38,7,20,23
8.5,0,1,2.79,1,15,19
6.5,0,2,1.0,6,16,22
10.5,1,1,4.57,4,17,21
4.5,0,2,1.54,2,4,18
13.7,1,3,5.39,2,18,18
10.5,1,1,3.99,4,12,21
4.9,0,1,1.37,6,13,15
7.3,0,1,1.78,6,0,22
5.7,0,1,1.87,6,20,22
14.5,1,1,5.44,6,22,15
11.7,1,2,4.33,6,23,15
12.5,1,1,4.25,3,15,13
16.5,1,1,7.31,7,3,16
6.1,0,1,1.84,3,13,20
3.3,0,1,0.42,5,7,17
6.5,0,1,2.6,6,17,15
10.9,1,1,0.33,7,2,16
6.1,0,1,1.25,5,2,17
6.1,0,2,1.57,6,22,22
4.1,0,1,0.77,4,18,14
15.7,1,1,5.61,4,18,14
3.7,0,1,1.03,3,10,13
11.3,1,1,5.95,1,22,19
8.9,0,1,3.17,6,12,15
11.3,1,2,2.63,3,13,13
10.9,1,2,3.03,1,17,19
8.5,0,1,3.11,3,7,20
16.9,1,3,8.07,4,21,14
13.7,1,5,6.28,3,0,13
4.9,0,1,1.16,3,18,13
4.9,0,3,0.98,4,15,21
7.7,0,1,2.64,6,22,15
15.7,1,1,6.79,2,22,11
16.5,1,1,6.9,6,19,22
5.7,0,1,1.5,5,8,17
3.7,0,1,2.95,6,21,15
13.7,1,2,5.61,2,19,11
6.5,0,1,2.0,4,1,21
5.7,0,1,0.81,2,2,25
8.9,0,1,3.45,5,22,24
5.3,0,1,1.33,7,19,23
18.5,1,1,5.14,4,18,21
5.3,0,2,1.37,2,21,11
8.9,0,1,2.39,4,16,14
8.5,0,3,2.79,7,22,23
6.9,0,1,1.94,2,14,11
14.5,1,1,4.58,5,16,24
5.3,0,1,0.89,2,19,11
3.3,0,1,0.37,3,19,20
5.3,0,1,0.96,5,17,17
5.3,0,1,0.93,4,12,21
5.7,0,1,1.19,2,18,18
4.5,0,1,0.47,3,19,13
5.7,0,1,1.35,1,12,12
6.5,0,1,2.39,4,8,21
8.5,0,1,3.75,3,20,13
6.5,0,1,2.17,5,9,17
8.1,0,1,3.1,5,20,17
4.9,0,1,1.26,1,8,12
6.5,0,1,1.28,4,8,14
5.3,0,1,1.12,3,1,20
14.1,1,1,4.75,3,10,13
20.5,1,1,9.26,6,23,15
8.9,0,1,2.25,3,12,20
7.7,0,3,1.72,5,16,24
16.1,1,1,6.93,6,1,15
4.5,0,1,1.44,4,23,21
6.5,0,4,1.62,7,11,16
7.3,0,4,1.86,2,19,11
12.9,1,1,2.36,6,12,22
5.7,0,1,2.46,4,19,14
4.9,0,1,1.57,7,15,16
6.9,0,1,2.22,1,15,12
9.7,0,1,3.81,1,9,19
7.3,0,1,2.12,1,21,19
17.3,1,1,6.17,7,9,16
49.57,1,1,20.8,1,16,12
6.1,0,2,2.19,2,11,11
4.9,0,1,1.18,2,13,11
5.3,0,1,1.05,3,11,20
8.5,0,1,2.71,3,23,20
6.9,0,1,1.74,6,4,15
8.9,0,1,2.17,7,14,23
7.3,0,4,2.02,1,0,12
6.5,0,1,1.45,1,15,19
4.9,0,1,1.5,3,14,13
8.1,0,1,1.94,7,19,16
24.1,1,1,5.82,6,14,22
20.9,1,2,5.12,6,22,22
4.9,0,2,0.91,5,23,24
6.1,0,1,1.45,3,14,13
9.7,0,1,2.5,1,13,19
8.1,0,1,1.64,7,15,23
4.5,0,1,0.03,6,8,22
11.3,1,1,4.07,5,4,17
9.3,0,1,4.29,5,21,17
16.9,1,1,4.26,4,13,14
4.9,0,1,0.79,6,19,15
5.7,0,1,1.3,5,0,17
5.7,0,1,1.53,1,16,19
14.9,1,1,6.45,3,0,13
6.1,0,1,1.08,4,14,21
4.5,0,1,1.32,4,21,21
4.5,0,1,1.04,2,0,25
6.1,0,1,1.41,3,17,20
6.9,0,1,2.21,7,23,16
6.9,0,5,1.12,7,8,16
4.9,0,2,1.41,6,15,22
4.5,0,1,1.31,7,22,23
8.5,0,1,4.78,7,5,16
5.7,0,5,1.26,4,9,14
4.5,0,1,0.83,7,8,16
5.3,0,1,0.92,6,21,22
7.3,0,1,2.53,6,18,22
8.9,0,1,2.65,4,22,21
14.1,1,2,5.43,2,3,25
8.1,0,1,1.67,1,16,12
10.1,1,1,1.5,1,10,19
8.1,0,1,2.07,2,12,11
4.9,0,1,1.65,5,23,17
11.3,1,1,4.32,5,11,17
4.5,0,1,0.91,4,10,21
7.3,0,1,2.61,4,23,14
5.7,0,1,2.1,1,11,19
16.1,1,1,7.28,5,16,24
7.7,0,1,3.37,2,22,18
12.1,1,1,6.16,6,20,15
4.1,0,1,1.13,1,15,12
4.5,0,1,0.84,3,6,20
14.5,1,1,4.09,4,21,21
20.5,1,1,2.6,3,15,13
8.5,0,1,3.11,6,12,15
4.9,0,1,2.8,7,12,16
7.3,0,1,3.76,1,18,12
5.3,0,1,0.86,6,12,22
4.9,0,1,1.14,1,10,12
7.7,0,1,2.03,7,13,16
11.3,1,2,4.87,6,0,22
6.5,0,1,0.65,7,14,23
18.9,1,1,5.7,6,17,15
23.87,1,1,6.78,7,23,23
7.7,0,1,1.74,7,12,23
19.87,1,1,3.23,4,13,21
20.1,1,2,7.95,5,0,17
6.9,0,1,2.09,6,12,15
14.1,1,1,4.43,1,13,12
3.3,0,1,0.43,6,7,15
9.3,0,1,3.53,5,3,17
11.3,1,1,4.48,5,0,17
6.5,0,1,1.52,6,21,15
5.7,0,1,1.18,7,2,16
7.7,0,1,2.7,6,20,15
9.7,0,1,1.98,4,11,21
9.3,0,1,3.02,5,1,17
6.5,0,1,2.49,6,7,22
4.9,0,1,1.3,5,13,24
5.3,0,2,1.06,6,18,22
4.9,0,3,1.58,6,16,22
17.3,1,1,6.83,7,17,16
10.5,1,1,6.0,1,21,19
6.9,0,1,2.85,6,19,15
4.5,0,1,1.1,5,10,17
14.9,1,1,7.07,4,20,21
8.1,0,1,1.81,7,11,23
9.3,0,2,4.57,5,7,24
6.9,0,1,2.38,7,21,16
23.3,1,1,11.01,4,18,14
8.5,0,1,2.84,5,20,17
9.7,0,1,4.11,6,10,15
4.1,0,1,0.81,1,9,12
12.1,1,3,3.16,4,7,21
13.3,1,1,6.21,3,20,13
7.3,0,3,2.25,5,1,17
2.9,0,1,0.47,2,15,18
4.9,0,1,1.19,7,18,16
8.1,0,1,1.51,6,11,22
39.87,1,1,13.78,1,23,19
8.5,0,1,3.74,1,22,12
6.9,0,1,1.78,3,11,20
45.0,1,2,20.73,3,20,20
16.9,1,4,4.67,5,13,24
4.5,0,1,1.06,7,17,16
8.5,0,1,3.28,3,22,13
9.3,0,4,2.68,7,19,16
5.7,0,2,1.2,5,23,17
6.1,0,1,1.65,4,13,21
30.27,1,1,9.08,6,11,22
4.9,0,1,1.36,6,6,15
6.5,0,1,1.13,3,13,20
3.7,0,1,0.76,7,6,23
12.5,1,1,4.2,7,22,23
27.07,1,1,1.91,6,11,22
4.1,0,1,1.06,4,15,21
6.9,0,1,1.74,5,13,17
6.9,0,1,4.1,3,14,13
5.3,0,1,1.31,2,0,25
9.3,0,1,4.02,3,9,20
3.7,0,1,0.89,2,20,11
5.7,0,1,1.55,3,0,20
4.1,0,2,0.87,1,20,19
15.7,1,2,6.33,6,11,15
8.5,0,1,6.72,7,14,16
4.5,0,2,1.18,7,14,23
18.7,1,2,6.74,6,15,15
5.3,0,2,0.72,7,21,23
6.9,0,1,1.81,7,21,23
4.5,0,1,0.72,7,16,23
4.1,0,1,0.67,1,12,19
4.9,0,1,0.94,3,9,20
6.9,0,2,1.62,7,22,23
32.67,1,1,14.05,2,3,18
5.3,0,1,1.41,4,22,14
8.5,0,1,2.75,6,15,22
12.9,1,1,5.76,5,4,24
10.5,1,3,1.5,6,13,22
4.9,0,1,1.7,2,12,11
9.7,0,2,4.25,2,21,11
10.9,1,1,3.61,6,19,15
12.1,1,1,4.66,7,21,23
8.1,0,1,2.62,6,19,22
17.3,1,2,6.9,7,19,23
8.9,0,2,2.31,5,23,24
7.7,0,1,3.89,3,21,20
11.3,1,1,4.14,3,21,13
4.9,0,3,0.97,7,12,23
9.3,0,1,2.46,4,4,21
35.3,1,1,17.87,4,2,14
26.1,1,1,13.84,7,19,23
15.3,1,1,6.43,7,19,16
10.9,1,1,2.34,3,12,20
9.7,0,2,2.93,7,23,16
16.9,1,2,7.7,2,3,25
6.5,0,1,1.8,3,9,13
12.1,1,2,4.08,6,9,22
8.1,0,1,2.57,2,13,11
6.1,0,2,1.63,6,20,22
10.1,1,1,3.77,4,8,21
5.3,0,1,1.2,7,7,23
8.5,0,1,2.86,7,16,16
6.1,0,1,2.63,5,4,24
17.3,1,1,6.08,7,12,23
8.1,0,1,2.33,7,10,23
3.3,0,1,0.67,5,17,17
21.3,1,1,12.15,2,2,18
3.7,0,1,0.41,4,19,21
5.7,0,1,1.24,5,23,24
6.1,0,1,1.47,3,18,20
7.3,0,1,1.3,3,12,20
6.5,0,1,1.31,6,20,15
10.9,1,2,5.58,1,23,19
5.7,0,1,1.19,7,11,16
11.7,1,1,3.34,5,23,17
7.3,0,1,2.5,7,11,16
8.9,0,1,1.22,1,1,12
6.9,0,1,1.82,4,11,14
32.1,1,2,4.72,2,5,11
6.9,0,3,1.83,3,18,20
9.3,0,2,2.41,1,11,19
6.9,0,1,1.96,6,20,15
12.1,1,1,4.3,4,22,14
6.5,0,1,1.14,1,13,12
8.1,0,1,2.2,4,8,21
11.7,1,1,0.51,5,2,24
4.1,0,1,0.48,6,16,22
4.9,0,1,1.52,6,6,22
5.3,0,1,1.34,7,17,23
4.9,0,2,1.02,7,18,16
12.5,1,2,5.4,5,3,17
3.7,0,1,0.76,6,14,22
4.9,0,1,0.67,7,9,16
12.5,1,1,0.63,7,4,23
7.7,0,2,2.08,4,9,21
11.7,1,1,2.16,3,12,20
9.3,0,1,1.97,7,19,23
17.7,1,1,6.36,6,15,22
10.1,1,2,5.16,3,23,13
9.3,0,1,3.36,6,20,15
18.5,1,1,4.44,4,12,21
13.3,1,1,5.06,5,19,17
6.1,0,2,1.72,7,5,23
7.7,0,3,1.78,6,19,22
17.3,1,1,4.26,6,12,15
4.5,0,1,0.35,1,9,19
3.7,0,2,0.56,7,21,16
6.5,0,1,1.22,4,15,21
3.7,0,1,0.88,6,18,15
9.7,0,1,3.8,7,19,23
19.7,1,1,10.56,3,14,20
19.3,1,1,8.52,7,8,16
4.1,0,1,0.84,5,15,24
4.5,0,1,2.4,3,13,13
5.3,0,1,1.0,4,11,14
9.7,0,4,3.55,7,14,16
7.3,0,1,2.12,6,18,22
15.7,1,1,6.07,5,22,17
3.7,0,1,0.43,4,9,21
6.5,0,1,0.6,3,9,13
5.3,0,3,0.95,4,10,21
9.3,0,1,3.68,4,22,14
6.5,0,1,1.37,7,13,16
16.1,1,1,6.53,6,0,22
4.1,0,1,1.35,4,16,14
8.1,0,2,2.17,7,19,23
3.7,0,1,1.22,6,6,15
8.1,0,1,2.77,7,22,23
5.7,0,1,4.12,6,23,15
5.3,0,1,1.09,1,1,12
8.5,0,1,2.65,6,9,22
3.7,0,1,0.59,6,12,22
14.9,1,2,6.71,6,23,15
3.7,0,1,0.84,4,4,21
6.5,0,1,2.47,3,13,13
5.7,0,1,1.39,2,14,18
5.3,0,2,0.89,7,22,23
6.9,0,1,2.6,4,6,14
7.7,0,1,2.1,7,23,23
15.7,1,1,6.57,5,18,17
8.9,0,1,3.46,6,20,22
4.5,0,1,0.52,7,20,23
4.1,0,1,0.52,7,13,23
6.9,0,1,1.63,7,19,16
11.7,1,1,3.64,5,23,17
8.1,0,1,2.06,7,18,23
9.7,0,1,3.57,5,9,24
8.5,0,1,2.4,2,18,11
16.1,1,1,5.87,4,22,14
4.9,0,1,1.52,3,0,20
12.1,1,1,6.15,1,18,19
7.3,0,1,2.42,4,10,21
6.1,0,1,1.42,1,9,19
5.3,0,2,1.29,2,15,11
6.1,0,1,0.86,3,11,20
10.9,1,1,3.89,4,8,21
4.1,0,1,0.59,1,19,19
7.7,0,1,2.89,5,18,24
16.9,1,1,6.53,4,6,21
4.9,0,1,1.16,7,2,23
6.1,0,1,2.0,7,5,23
9.7,0,1,3.82,2,14,11
4.9,0,1,0.59,7,10,23
8.5,0,1,1.86,6,20,22
4.5,0,1,1.29,2,21,18
6.9,0,1,2.35,3,7,13
7.3,0,2,3.02,5,2,17
7.3,0,1,2.2,3,9,20
6.1,0,1,1.68,6,1,22
3.7,0,1,0.44,7,23,23
6.5,0,1,0.75,3,10,20
14.1,1,2,4.75,5,10,24
49.57,1,2,20.18,1,18,19
5.3,0,1,1.1,1,18,19
4.9,0,1,0.93,3,20,13
6.1,0,2,0.89,2,2,25
3.3,0,1,0.34,7,0,23
6.9,0,3,1.5,3,16,20
5.3,0,2,0.71,6,12,22
3.7,0,1,0.63,4,9,14
11.3,1,1,5.04,1,12,12
16.1,1,1,8.25,3,4,20
8.1,0,3,2.58,5,21,17
10.5,1,1,4.34,2,0,25
31.07,1,1,9.21,5,10,24
12.1,1,1,4.9,3,10,13
7.7,0,1,2.23,7,13,16
14.9,1,2,4.2,3,12,13
9.3,0,1,2.71,7,18,16
8.5,0,1,3.09,5,10,24
18.9,1,1,8.38,3,23,20
5.7,0,1,1.46,5,14,17
32.0,1,2,9.13,2,13,18
6.5,0,1,0.95,1,11,19
5.7,0,4,1.37,2,13,18
6.9,0,2,2.79,5,22,24
13.3,1,3,2.79,2,2,25
5.7,0,1,0.91,7,3,23
6.1,0,1,2.11,7,6,23
4.5,0,1,1.08,3,18,20
4.9,0,1,1.16,1,10,12
8.1,0,1,2.55,7,9,16
5.3,0,1,1.51,5,23,24
9.7,0,1,2.56,7,15,23
5.3,0,1,0.99,3,9,20
6.9,0,1,1.74,2,9,11
10.5,1,1,3.04,6,21,15
4.5,0,1,1.23,6,16,22
16.9,1,1,8.18,6,22,22
31.87,1,1,12.56,1,22,12
5.7,0,1,0.95,5,16,24
6.5,0,2,0.99,4,9,21
6.5,0,3,1.14,5,10,17
3.7,0,1,0.88,1,15,19
4.5,0,1,1.1,2,7,11
6.5,0,1,1.0,3,11,20
4.5,0,1,1.82,1,14,12
11.7,1,1,5.72,5,11,24
4.9,0,2,1.35,4,22,14
6.9,0,1,2.48,6,19,22
12.1,1,2,6.23,1,17,19
14.9,1,1,5.39,5,8,24
4.5,0,1,1.71,7,2,16
5.3,0,1,1.19,4,19,14
10.9,1,1,4.11,1,8,19
8.9,0,1,2.7,6,9,15
8.5,0,1,2.08,1,9,12
4.1,0,2,0.37,2,2,25
6.9,0,2,1.52,7,15,16
12.1,1,1,3.52,7,8,16
4.5,0,2,1.31,3,11,20
9.3,0,1,2.12,1,14,12
5.7,0,1,1.57,6,17,15
4.5,0,1,1.53,1,3,12
2.5,0,1,7.17,1,19,19
33.07,1,1,10.62,1,9,12
30.9,1,2,15.86,5,17,24
4.9,0,1,1.24,2,21,11
6.1,0,2,1.57,1,14,12
17.3,1,1,8.32,4,1,14
8.1,0,1,1.72,6,11,15
9.7,0,1,2.96,2,23,11
5.3,0,1,1.66,5,10,17
31.7,1,1,18.51,2,21,18
5.7,0,1,0.66,4,16,21
13.7,1,1,4.23,4,15,21
4.5,0,1,0.72,5,9,24
7.3,0,1,1.63,1,12,12
11.7,1,2,3.77,6,11,22
4.9,0,1,1.24,6,17,15
8.9,0,2,2.4,5,12,17
4.9,0,2,1.01,7,18,23
3.3,0,2,0.43,7,19,16
5.3,0,1,2.38,2,13,18
5.3,0,2,0.87,6,14,22
6.5,0,1,2.08,1,9,19
4.9,0,1,1.3,6,17,22
4.5,0,1,0.6,5,14,17
30.27,1,1,11.71,3,6,13
22.5,1,1,10.18,1,21,19
6.5,0,1,1.43,7,14,16
6.1,0,1,2.65,4,12,14
15.3,1,1,7.59,2,10,11
4.1,0,1,0.88,5,23,24
6.1,0,1,1.54,3,4,13
8.1,0,1,1.62,1,17,19
4.1,0,2,0.51,4,13,14
10.9,1,1,4.54,7,18,16
10.1,1,2,3.0,2,16,18
4.9,0,1,1.33,4,22,21
12.1,1,1,5.84,5,15,24
5.7,0,4,1.47,6,21,22
17.3,1,2,8.5,7,23,23
7.7,0,1,2.47,1,8,12
4.1,0,1,1.07,6,18,22
8.5,0,1,2.84,6,13,15
8.1,0,1,3.83,5,1,24
5.3,0,1,1.11,7,23,23
4.9,0,3,1.66,2,12,11
5.3,0,1,1.66,1,2,12
8.1,0,1,3.02,1,7,19
5.7,0,2,1.48,5,21,17
9.7,0,1,2.55,1,15,12
6.5,0,1,1.28,5,1,17
9.7,0,1,3.49,1,13,19
15.3,1,1,5.11,6,16,22
21.3,1,1,5.77,7,0,16
17.3,1,1,9.77,1,0,19
6.5,0,2,1.47,7,11,16
6.5,0,1,1.84,6,10,15
12.1,1,1,2.46,7,15,16
10.9,1,2,4.66,2,1,25
10.5,1,1,4.71,2,15,11
5.7,0,3,2.07,5,12,24
6.1,0,3,1.95,5,14,24
6.5,0,1,1.48,5,20,24
13.3,1,1,3.24,7,7,16
10.9,1,1,4.78,6,8,15
11.3,1,1,3.31,7,8,23
8.5,0,1,2.7,5,6,24
4.9,0,1,0.98,5,23,24
24.9,1,1,13.27,3,19,13
6.9,0,1,1.94,6,19,15
9.3,0,3,2.62,7,23,23
16.5,1,1,6.69,1,18,19
25.87,1,2,7.8,4,20,21
4.1,0,1,1.09,7,14,16
5.3,0,1,1.11,1,9,12
9.3,0,1,3.93,1,22,12
5.3,0,1,1.71,3,5,13
5.7,0,1,1.56,3,19,13
5.7,0,1,4.39,7,13,16
7.3,0,4,2.42,5,11,24
3.3,0,1,0.44,3,19,20
9.3,0,1,3.14,5,23,24
4.5,0,1,1.06,5,22,24
8.9,0,2,2.57,4,17,14
8.9,0,1,3.47,3,22,13
4.5,0,1,1.16,2,22,11
6.9,0,1,1.7,1,13,19
11.7,1,1,5.6,1,21,19
5.7,0,3,1.76,2,10,18
6.5,0,1,2.08,5,9,17
6.5,0,1,1.21,7,14,16
49.57,1,1,23.46,7,8,23
10.5,1,1,3.68,1,16,19
9.7,0,1,3.47,1,14,12
18.5,1,1,5.76,3,14,13
11.3,1,1,4.3,3,0,13
13.7,1,1,3.58,5,19,24
4.1,0,1,1.02,3,1,20
10.5,1,1,3.04,7,21,16
6.5,0,1,1.86,1,19,19
5.3,0,1,1.14,6,10,15
6.9,0,1,1.95,6,15,15
4.9,0,1,1.34,5,16,17
3.7,0,1,0.64,6,0,15
4.9,0,1,1.15,1,0,19
4.1,0,1,0.77,4,10,21
4.5,0,1,1.46,1,21,19
11.7,1,1,5.66,5,10,24
6.9,0,1,1.52,7,5,23
5.7,0,1,1.6,4,0,21
4.9,0,2,1.08,2,13,18
4.1,0,2,0.44,3,18,20
10.1,1,1,3.47,2,13,18
8.1,0,1,1.26,5,18,24
11.3,1,1,3.34,3,20,20
5.3,0,1,0.95,4,12,21
8.5,0,5,1.31,6,13,22
6.9,0,3,1.57,7,14,23
6.1,0,1,1.79,1,10,19
6.5,0,2,1.2,3,7,13
6.5,0,1,1.83,1,0,12
5.7,0,1,2.3,5,11,17
12.5,1,1,3.4,2,11,18
5.3,0,1,1.09,3,15,20
16.1,1,1,9.23,2,1,25
4.9,0,1,0.6,1,15,19
17.3,1,1,0.44,6,17,15
6.5,0,1,1.58,2,14,18
3.7,0,1,0.71,2,22,18
9.7,0,4,3.83,6,21,22
9.3,0,1,2.98,5,20,17
9.3,0,2,3.35,5,19,17
11.3,1,1,3.15,3,8,20
16.5,1,1,4.9,1,14,12
6.5,0,2,1.84,2,1,18
4.1,0,2,0.67,1,18,19
4.5,0,1,2.47,1,7,12
10.1,1,1,2.33,6,11,15
25.3,1,1,12.02,5,8,24
6.1,0,1,1.22,1,7,19
4.9,0,1,1.26,7,23,23
6.9,0,1,1.8,3,22,20
16.1,1,1,8.05,7,16,16
11.7,1,2,4.84,7,17,23
6.5,0,1,2.27,3,6,13
6.9,0,1,2.32,7,14,23
9.3,0,1,2.56,7,15,23
2.9,0,2,0.26,3,19,20
7.3,0,2,1.7,6,12,15
8.1,0,1,2.19,3,12,20
7.7,0,1,2.19,6,17,15
6.1,0,2,2.2,1,23,19
5.7,0,1,1.55,5,19,24
6.1,0,2,1.45,1,15,19
9.3,0,1,3.47,5,22,24
27.3,1,2,12.91,4,15,14
16.5,1,1,5.94,6,17,15
4.1,0,1,0.86,6,19,15
9.3,0,1,4.98,1,23,12
10.1,1,1,3.69,5,15,17
8.5,0,1,3.12,2,21,18
8.5,0,2,6.34,6,20,15
4.5,0,1,0.78,4,17,21
4.5,0,2,0.76,3,13,20
5.7,0,1,1.14,3,12,20
6.9,0,1,1.57,7,19,23
12.1,1,2,3.57,4,16,21
7.3,0,1,1.26,3,17,13
8.1,0,1,2.59,1,18,12
26.9,1,4,11.7,2,2,25
12.1,1,1,4.73,6,15,15
10.9,1,1,5.54,1,16,19
4.5,0,2,1.27,6,6,22
5.3,0,2,1.1,6,12,22
3.7,0,1,0.86,2,15,11
6.5,0,1,0.91,4,9,14
6.1,0,1,1.64,1,15,19
8.1,0,2,2.97,5,19,17
4.9,0,3,1.34,2,18,11
4.1,0,2,1.13,4,15,21
5.7,0,1,1.36,7,17,23
8.9,0,1,3.29,4,7,21
9.3,0,2,4.16,5,6,24
4.1,0,1,1.08,4,16,14
3.7,0,1,0.53,7,12,16
7.3,0,1,2.34,1,23,12
12.1,1,1,4.51,3,8,13
3.7,0,1,0.66,6,15,15
4.5,0,1,1.36,2,21,11
4.9,0,1,1.11,3,7,13
3.3,0,1,0.64,4,10,21
7.3,0,1,2.21,2,17,11
5.3,0,5,0.59,2,1,18
4.9,0,3,1.1,7,8,16
5.7,0,3,1.14,1,18,12
4.9,0,1,1.51,6,10,22
4.9,0,1,0.76,7,7,23
9.7,0,2,4.67,3,0,13
14.5,1,1,4.29,5,23,24
5.7,0,1,0.33,1,10,19
4.1,0,1,0.5,4,13,14
11.3,1,2,5.06,5,21,24
10.5,1,1,3.51,6,0,22
9.7,0,1,3.68,4,9,14
5.3,0,1,0.98,1,14,19
7.7,0,1,1.35,1,15,12
7.3,0,1,1.57,7,18,16
4.1,0,1,0.42,4,7,14
14.5,1,1,5.3,5,15,24
7.7,0,2,2.54,7,20,23
4.9,0,1,0.97,1,6,19
4.9,0,1,1.08,4,11,21
6.5,0,1,1.98,6,9,22
6.5,0,3,1.65,3,11,13
4.5,0,1,0.9,1,7,19
4.1,0,1,0.6,4,19,14
11.3,1,1,4.51,6,12,15
8.5,0,2,2.04,2,18,11
8.1,0,3,2.66,7,13,16
8.1,0,1,2.1,6,9,15
6.5,0,1,1.96,7,19,16
10.9,1,2,3.04,4,15,14
4.5,0,1,1.03,3,18,13
11.7,1,1,2.73,5,11,24
9.7,0,2,3.84,7,7,16
29.47,1,1,9.06,4,13,14
10.1,1,1,2.89,2,22,18
5.3,0,1,0.92,3,13,20
4.5,0,3,0.82,1,12,19
8.5,0,1,1.62,5,20,24
12.1,1,2,5.71,7,1,23
6.9,0,1,1.89,3,18,20
6.5,0,1,1.98,4,8,14
6.5,0,1,1.64,5,18,17
12.1,1,4,3.83,4,23,14
